artist,name
dead swans,anxiety and everything else
dead swans,sleepwalkers
dead swans,southern blue
jess and the ancient ones,second psychedelic coming the aquarius tapes
jess and the ancient ones,jess and the ancient ones
in solitude,sister
in solitude,in solitude
in solitude,the world the flesh the devil
cirith ungol,servants of chaos
cirith ungol,frost and fire
cirith ungol,king of the dead
cirith ungol,one foot in hell
cirith ungol,paradise lost
los natas,solo dolor
los natas,nuevo orden de la libertad
los natas,el universo perdido de los natas
los natas,el hombre de montaña
los natas,toba trance
los natas,münchen sessions
los natas,corsario negro
baby woodrose,kicking ass taking names a collection of rare bsides 20012013
baby woodrose,third eye surgery
baby woodrose,mindblowing seeds disconnected flowers
baby woodrose,baby woodrose
baby woodrose,dropout
baby woodrose,chasing rainbows
baby woodrose,love comes down
baby woodrose,money for soul
baby woodrose,blows your mind
øresund space collective,the black tomato
øresund space collective,sleeping with the sunworm
øresund space collective,dead man in space
øresund space collective,its all about delay
la ira de dios,apus revolution rock
la ira de dios,cosmos kaos destruccion
been obscene,night omine
orquesta del desierto,dos
7 zuma 7,deep inside
mammoth volume,early years
mammoth volume,a single book of songs
mammoth volume,noara dance
mammoth volume,mammoth volume
first band from outer space,the guitar is mightier than the gun
first band from outer space,impressionable sounds of the subsonic
first band from outer space,were only in it for the spacerock
yawning sons,ceremony to the sunset
seven that spells,the death and resurrection of krautock aum
seven that spells,cosmoerotic dialogue with luciver
seven that spells,black om rising
the heads,tinderbox
the heads,horizon
the heads,smoke mirrors
the heads,tilburg
the heads,dead in the water
the heads,under the stress of a headlong dive
the heads,33 parts 120
the heads,relaxing with
earthlings,earthlings
blowback,asteroid and blowback
blowback,greed runs the clock
blowback,eight hundred miles
blowback,lies
blowback,track iii
coogans bluff,gettin dizzy
radio moscow,magical dirt
radio moscow,3 3 quarters
radio moscow,the great escape of leslie magnafuzz
radio moscow,brain cycles
radio moscow,radio moscow
comets on fire,avatar
comets on fire,blue cathedral
comets on fire,comets on fire
black mountain,black mountain 10th anniversary deluxe edition
black mountain,year zero the original soundtrack
black mountain,wilderness heart
black mountain,in the future
black mountain,black mountain
sleepy sun,maui tears
sleepy sun,spine hits
sleepy sun,spine hits expanded tour edition
sleepy sun,fever
sleepy sun,embrace
tweak bird,any ol way
tweak bird,undercover crops
tweak bird,tweak bird
tweak bird,reservations
planet x,st
panzerballett,breaking brain
panzerballett,tank goodness
panzerballett,starke stücke
counterworld experience,pulsar
at war with self,circadian rhythm disorder
at war with self,a familiar path
at war with self,torn between dimensions
7for4,splash
7for4,contact
the arkitecht,hyperstructure
tetrafusion,altered state
trivial act,mindscape
ansur,warring factions
ansur,axiom
spheric universe experience,the new eve
spheric universe experience,unreal
spheric universe experience,anima
spheric universe experience,mental torments + bonus track
cynthesis,reevolution
cynthesis,deevolution
vangough,living madness
vangough,between the madness
vangough,kingdom of ruin
vangough,manikin parade
direwolf,beyond the lands of human existence
suspyre,suspyre
suspyre,when time fades
suspyre,a great divide
suspyre,the silvery image
shaolin death squad,shaolin death squad
shaolin death squad,five deadly venoms
shaolin death squad,intelligent design
tomera,delusions
tomera,exile
tomera,transcendental
unexpect,in a flesh aquarium
unexpect,we invaders
subterranean masquerade,the great bazaar
subterranean masquerade,suspended animation dreams
goninish,naishikyosekai
goninish,naishikyosekai the endoscopic world
ephel duath,hemmed by light shaped by darkness
ephel duath,through my dogs eyes
ephel duath,pain remixes the known
ephel duath,pain necessary to know
ephel duath,the painters palette
ephel duath,rephormula
levi  werstler,avalanche of worms
amogh symphony,abolishing the obsolete system
amogh symphony,vectorscan
sun caged,artemisia limited edition digipak
sun caged,sun caged
thought chamber,psykerion
thought chamber,angular perceptions
age of nemesis,abraxas
age of nemesis,nemesis
age of nemesis,terra incognita
age of nemesis,psychogeist
sphere of souls,from the ashes
dalis dilemma,manifesto for futurism
wastefall,self exile
tomorrows eve,tales from serpentia
tomorrows eve,the tower
tomorrows eve,mirror of creation ii the genesis ii
venturia,dawn of a new era
venturia,hybrid cd+dvd
venturia,the new kingdom
anthropia,noneuclidean spaces
anthropia,acoustic reactions
anthropia,the chain reaction
anthropia,the ereyn chronicles part 1
vanden plas,chronicles of the immortals netherworld ii
vanden plas,chronicles of the immortals netherworld
vanden plas,the seraphic clockwork
vanden plas,christ 0
vanden plas,beyond daylight
vanden plas,far off grace
vanden plas,the god thing
vanden plas,colour temple
stride,wild world
stride,where the truth lies
stride,imagine
stride,bah humbug
stride,one last bonfire
stride,music machine
ashent,flaws of elation
ashent,inheritance
ashent,deconstructive
mind key,pulse for a graveheart
abydos,abydos
empty tremor,apocolokyntosys
empty tremor,iridium
farmakon,a warm glimpse
liquid tension experiment,liquid tension experiment 2
liquid tension experiment,liquid tension experiment
liquid trio experiment,spontaneous combustion
derek sherinian,oceana
derek sherinian,molecular heinosity
derek sherinian,blood of the snake
derek sherinian,mythology
derek sherinian,black utopia
osi,fire make thunder
osi,blood
osi,free
osi,office of strategic influence
bozzio levin stevens,situation dangerous
bozzio levin stevens,black light syndrome
jordan rudess,the unforgotten path
jordan rudess,christmas sky
jordan rudess,notes on a dream
jordan rudess,the road home
jordan rudess,prime cuts
jordan rudess,an evening with
jordan rudess,rhythm of time
jordan rudess,4nyc
jordan rudess,feeding the wheel
spocks beard,the oblivion particle
spocks beard,brief nocturnes and dreamless sleep
spocks beard,x
spocks beard,spocks beard
spocks beard,gluttons for punishment
spocks beard,octane
spocks beard,feel euphoria
haken,restoration ep
haken,the mountain
haken,visions
electrocution 250,electric cartoon music from hell
loch vostok,from these waters
loch vostok,vthe doctrine decoded
loch vostok,v the doctrine decoded
loch vostok,dystopium
loch vostok,reveal no secrets
loch vostok,destruction time again
biomechanical,cannibalised
biomechanical,the empires of the worlds
biomechanical,the empires of the worlds redux
biomechanical,eight moons
empyrios,zion
empyrios,the glorious sickness
empyrios,and the rest is silence
halcyon way,conquer
halcyon way,indoctrination
halcyon way,building the towers
halcyon way,a manifesto for domination
wolverine,bloodsport
wolverine,communication lost
wolverine,tungvekter
wolverine,still
wolverine,cold light of monday
wolverine,the window purpose
enchant,the great divide
enchant,tässä hetkessä
enchant,tug of war
enchant,blink of an eye
enchant,break
enchant,juggling 9 or dropping 10
enchant,wounded
enchant,time lost
enchant,wounded notset
enchant,a blueprint of the world
guilt machine,on this perfect day
shadow gallery,digital ghosts
shadow gallery,prime cuts
shadow gallery,room v
shadow gallery,legacy
shadow gallery,tyranny
shadow gallery,carved in stone
shadow gallery,shadow gallery
threshold,european journey
threshold,for the journey
threshold,clone
threshold,clone definitive edition
threshold,march of progress
frameshift,an absence of empathy
frameshift,unweaving the rainbow
subsignal,the beacons of somewhere sometime
subsignal,paraiso deluxe edition
subsignal,dead mans dub
subsignal,touchstones
minds eye,1994 the afterglow
minds eye,a gentlemans hurricane
minds eye,waiting for the tide +2
minds eye,walking on h2o
arjen anthony lucassen,lost in the new real
tiles,off the floor 02
tiles,off the floor
tiles,fly paper
tiles,tiles
tiles,window dressing
tiles,presents of mind
tiles,fence the clear
mullmuzzler,keep it to yourself
povertys no crime,save my soul
povertys no crime,the chemical chaos
povertys no crime,one in a million
povertys no crime,slave to the mind
everon,north
everon,bridge
everon,flesh
everon,fantasma
everon,venus
everon,flood
everon,paradoxes
dark suns,orange
dark suns,grave human genuine deluxe edition
dark suns,grave human genuine
dark suns,existence
dark suns,swanlike
soen,tellurian
soen,cognitive
orphaned land,all is one
orphaned land,the never ending way of orwarrior
orphaned land,mabool the story of the three sons of seven
myrath,legacy
myrath,tales of the sands
myrath,desert call
ics vortex,storm seeker
age of silence,acceleration
head control system,murder nature
peccatum,amor fati
peccatum,lost in reverie
peccatum,strangling from within
ramzet,freaks in wonderland
ramzet,neutralized
ramzet,intra
ramzet,escape
ramzet,pure therapy
akphaezya,anthology iv the tragedy of nerak
akphaezya,anthology ii
madder mortem,where dream and day collide
madder mortem,eight ways
madder mortem,desiderata
madder mortem,deadlands
madder mortem,all flesh is grass
cronian,erathems
cronian,enterprise
cronian,terra
my dying bride,feel the misery
my dying bride,the vaulted shadows
my dying bride,turn loose the swans
my dying bride,turn loose the swans 20th anniversary edition
my dying bride,peaceville presents my dying bride
my dying bride,introducing my dying bride
my dying bride,a map of all our failures deluxe edition
my dying bride,a map of all our failures
pain of salvation,falling home
pain of salvation,road salt one
pain of salvation,road salt two
pain of salvation,linoleum ep
pain of salvation,on the two deaths of
pain of salvation,scarsick
pain of salvation,1205
pain of salvation,be
pain of salvation,remedy lane
pain of salvation,the perfect element pt i
pain of salvation,entropia
pain of salvation,one hour by the concrete lake
ayreon,the theory of everything
ayreon,timeline
ayreon,1011001
ayreon,actual fantasy revisited
ayreon,the human equation
ayreon,universal migrator pt i ii
ayreon,into the electric castle
riverside,love fear and the time machine
riverside,shrine of new generation slaves
riverside,memories in my head
riverside,anno domini high definition ep
riverside,anno domini high definition
riverside,rapid eye movement
riverside,voices in my head
riverside,second life syndrome
riverside,out of myself
antimatter,the judas table
antimatter,timeline an introduction to antimatter
antimatter,fear of a unique identity
antimatter,leaving eden
antimatter,planetary confinement
antimatter,lights out
antimatter,saviour
dead soul tribe,a lullaby for the devil
dead soul tribe,the dead word
dead soul tribe,the january tree
dead soul tribe,a murder of crows
dead soul tribe,dead soul tribe
thought industry,short wave on a cold day
